,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
70966, Chap with stomach upset after taking cocaine , THOMAS An anagram of STOMAcH with the ‘c’ (cocaine) omitted or ‘taken’ – anagrind is ‘upset’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20898,"Small mammal with horn, active at sea "," CHEVROTAIN : Anagram of(… at sea) HORN, ACTIVE. Answer: Aka the mousedeer. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
100726, Panicking disastrously  as a grenade  exploded  ," GADARENE : (A GRENADE*). I didn’t know “Gadarene” as an adjective, but the meaning is obvious enough.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
43256,Convertible car in this quarter ," An anagram (‘convertible’) of ‘car in this’, for the thematic ‘quarter’ of the Old City of Jerusalem. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
64036,Right to change horse's strap , An anagram (‘to change’) of ‘right’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20178,Recall varied stock of wine , Anag Down 1 TONGUE IN CHEEK Facetious language followed by creep with cry of mock horror (6-2-5) TONGUE (language) INCH (creep) EEK (cry of mock horror) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126749,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
117382,  Beer scam drunk  takes to heart  ,"   EMBRACES  — (Beer scam)*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
6280,Recast in role under consideration quite recently ," EARLIER ON : Anagram of(Recast) IN ROLE placed below(under, in a down clue) EAR(consideration;attention, as in “give an ear to”). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
132601,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
47416,"Admitted, we all do badly ", (WE ALL DO)* [* = badly] I can appreciate a simple clue when it is so smooth as this one. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43541,Want erotic stimulation? It could enhance the spirit , =often mixed with gin=”spirit” (Want erotic)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71486,"Obstruction tactic, if burliest characters are drunk "," FILIBUSTER : Anagram of(… are drunk) IF BURLIEST. Defn: …, such as prolonged speaking, to stifle progress in a legislative assembly of, say, the reading of a bill. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
91162,Punters search distractedly for pickpocket ,(PUNTERS SEARCH)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13324,Arab finishing with camels gets car ," SAUDI : The last letter of(finishing with) “camels ” plus(gets) AUDI(the German car marque). 26Fresh fruit deli provided for festival (3,2-4) EID UL-FITR : Anagram of(Fresh) FRUIT DELI. Defn: … that ends the fast of Ramadan. As with other Romanised non-English words, there are a variety of spellings. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
86345,Most delicate elastic breaks , Anagram of ELASTIC ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
48103,See cub maul ram dreadfully – a bit of an urchin , *(CUB MAUL RAM). An easy anagram for an obscure word – it’s part of the shell of a creature like a sea-urchin. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28555,Regenerates us? Does getting pickled? , SOUSED An anagram (‘regenerated’) of ‘us does’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
124049, Bouncy  castleplayed with  ," ELASTIC : (CASTLE I*). It's a challenge to work out which end of the clue is the anagram indicator!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
95780,Quibble about abandoning Paris Hilton's broadcast ,  Anagram of (PARIS HILT[on’]S). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56569,Liberal bod upset by this sexist toy? , An anagram (‘upset’) of ‘liberal bod’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36227,Gone under twin bed when wife's gone out , anagram (out) of TwIN BED missing W (wife) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89587,Found pair surprisingly not yet purchased ,  Anagram of FOUND PAIR. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33933,meant a change to liven things up , An anagram (‘change to’) of ‘I meant a’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126675,  Hard worker  heartless janitor's thrown out ,"   TROJAN  - Heartless JANITOR is JANTOR. Anagram it.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
63468,Stammer badly describing love for Primate , (Stammer)* round 0 ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23322,Bar‘s variable repeat is just about variable ," An envelope (‘is just about’) of Z (mathematical, generally complex ‘variable’) in TRAPEE, an anagram (‘variable’, the first one) of ‘repeat’. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
5612,A target at sea for which yachts may compete , REGATTA  (A TARGET)*. Surely for accuracy the definition would have to be ‘in which yachts may compete’? ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127412, Genteel  field day arranged ," LADYFIED - (FIELD DAY*) [""arranged""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
16552,A:[ Officer Pets awkward , ] Anagram of OFFICER PETS. The answer refers to the clue for 18d. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70754,Thrill for Jock racket led astray ," DIN (racket) then anagram (astray) of LED – Jock indicates a Scottish word 5 EN SPECTACLE As a sight to see in Paris, accept line ‘Seine’s fantastic’? Not I (11, 2 words) anagram (fantastic) of ACCEPT L (line) and SEiNE missing I ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
102537,  Bhutan's unusual  way of getting a tan ? ,"   SUNBATH  -anagram('unusual') of BHUTANS   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
54231,Climbing without ropes in unusual double circle , anagram (unusual) of DOUBLE then RING (circle) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88178,"To exit in confusion, circling round Phil Archer? "," To (exit)* outside [circling, not round] (o Phil) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
51444,Set eyes on lunatic ignoring ten mistakenly making proclamations for writer , (set eyes on – ten)* = OYESES ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38674,"Yaps like a Scottie, any let loose, very loud, given seconds ", anagram (let loose) of ANY then FF (very loud) with S (seconds) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46562,"Great sport with deer — sadly it'll set you back a bit (10,4)",(GREAT SPORT DEER)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
87925,Warder hid criminal unable to be changed , An anagram (‘criminal’) of ‘warder hid’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68910,Become sore as value is attached to bad clue , (clue)* rate ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118007,"Close to fibula, peasant hurt  foot  "," ANAPAEST: (fibul)A-(peasant )*; 2 short syllables followed by 1 long one; 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
33559,Swimming costume has trimmed features , MOUSTACHES : Anagram of(Swimming) COSTUME HAS. Defn: Facial features occasionally trimmed. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60836,Land measures one's seen in redevelopment of Chester ," A (one) insdie (is seen in) anagram (redevelopment) of CHESTER 8 AESIR More than one as ‘s’ in e.g. ‘Greensleeves’? (5) ES (s, name of the letter) in AIR (eg Greensleeves) – the plural of “as” (in the sense of a Norse god) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
19923,What's taking steins and shots out of control?," *(STEINS, SHOTS). The only & lit clue in the puzzle. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
18648,Nervous distention – a painful condition , (DISTENTION)* [* = nervous] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56974,Guest's potty which fits under genitals? , (GUEST’S)* AInd: potty ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23131,Grey T-shirt on model: I can explain everything! , STRING THEORY – anagram of GREY T SHIRT ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6777,Religious leader had us fooled ," (HAD US)* – a Sadhu (also sometimes spelt SADDHU) is a “holy person” or ascetic in Hinduism, perhaps not exactly a “leader” ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
118435,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
101777,  Prelate reorganised  cloth folder  ,"   PLEATER  - i.e. someone who folds cloth.anagram('reorganised') of PRELATE   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
46508,Duskiness developing? Here's why! ,  anagram (developing) of DUSKINESS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20151,Prom pier production is offensive , IMPROPER : Anagram of(… production) PROM PIER. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61613,"Front of boot accounting for damaged picotee, English ", anagram (damaged) of PICOTEE and E (English) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3492,Toss Sappho the salt , PHOSPHATE : Anagram of(Toss) SAPPHO THE. Answer: Any of the salts derived from phosphoric acid. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
76251,Feared becoming red and dead! , An anagram (becoming) of RED and DEAD ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113147,  Prelate reorganised  cloth folder  ,"   PLEATER  - i.e. someone who folds cloth.anagram('reorganised') of PRELATE   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
38196,"Who is upset, first to cry, a bit cowardly? ", (Who is)*; with YELL=”cry” going first ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101090,An anti-Nazi gathering expels one  foreign national  ," TANZANIAN - (AN ANTI NAZ{i}*) [""gathering"", with one I for one ""expelled""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
24696,Breaks resulted in disruption , An anagram (‘disruption’) of ‘resulted in’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89826,Promotion? No – leave it out! , anagram (out) of NO LEAVE IT ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131172," One taking steps  and  collapsing  on ground, getting up "," DANCER : an anagram of AND, then REC (ground) backwards (getting up). I really struggled with the parsing of this simple clue!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
69520,Moved to a new disposition? As teams' diets will be , *(AS TEAMS DIETS). Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7355,Half of Amsterdam's compounds go with speed , =”go with speed”. (Amste[rdam’s])* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8411,Making film largely misjudged for target spot? , SHOOTING GALLERY shooting [= making film] (largely)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
129800,  Badly  shod curate  flopped spectacularly  ,"   CRASHED OUT  - (SHOD CURATE)*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
5540,Pals need a change by the seaside ," ESPLANADE : Anagram of(change) PALS NEED A. Answer: A long open level stretch of paved ground for walking along, especially by the seaside. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
80698,The Bard rewritten for example right to left on page , BREADTH – an anagram (rewritten) of THE BARD ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
114473,Mainly cruel manoeuvres by count ," NUMERICALLY -  (MAINLY CRUEL)* 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
45716, Embarrass the latest member of Tea Party , ABASH A (last letter or ‘latest member’ of ‘tea’) BASH (party) 11  A fine transition (groin a tad irritated) (9) GRADATION An anagram of GROIN A TAD – anagrind is ‘irritated’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8580,Founder of fell race could be leading , CREATOR : TOR(a fell;a barren or stony hill) placed after(… leading) anagram of(could be) RACE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126108, Genteel  field day arranged ," LADYFIED - (FIELD DAY*) [""arranged""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
14709,"It all gets broadcast, including Queen's typo … ","ER in (IT ALL)* – I vaguely remembered this meaning a printing error (specifically of a single letter, say Chambers), but in any case the clueing is clear ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
41888,"Kelvin perhaps made nun flaunt it all over the place (11,4)", (made nun flaunt it)* = FUNDAMENTAL UNIT (as in Temperature scale) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61482,Unusually rare pigpen that has changing decor , (rare pigpen)* — has? — I can’t place it in the wordplay ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32943,Varieties Bedser bowled , BREEDS – an anagram (bowled) of BEDSER ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6387,Wood sculpted by one , =”Wood”. (by one)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57976,By which noose is tightened and top link's broken , anagram (broken) of TOP LINK’S ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
128578,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20219,Noticed minor changes in investigators' facility , INCIDENT ROOM : Anagram of(… changes) NOTICED MINOR. Defn: … in a police station. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85621,Spotters hear cuckoo in part of the sky , An anagram (cuckoo) of SPOTTERS HEAR ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57732,"Or Corden's balls-up, available for public view? "," available for public view / anag, i.e. balls-up, of OR CORDEN ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
109373,  Hard worker  heartless janitor's thrown out ,"   TROJAN  - Heartless JANITOR is JANTOR. Anagram it.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
27455,Plans redraft of catechisms , SCHEMATICS : Anagram of(redraft of) CATECHISMS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
108850,  In  a hole if ban's set in motion ,"   FASHIONABLE  - *(A HOLE IF BANS) with ""set in motion"" as the anagrind    
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
3327,Roach cooked by new magistrate in Athens , ARCHON : Anagram of(cooked) ROACH plus(by) N(abbrev. for “new”). Answer: The name for the chief magistrate in city states like Athens in ancient Greece. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60588,From I'm missing blended coffees , anagram (blended) of MACHiSmO missing I’M ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60707,Butcher turns to a vegetarian option , *(TURNS TO A). “Butcher” here is a verb and the anagram indicator. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
125502,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
121550,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
113150,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
36249,Heads out to lunch ," Double definition 12. EASY DOES IT I see today’s problem! Take your time! (4,4,2) (I SEE TODAY’S)* ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
94655,Cries on seeing awful climaxes , (CLIMAXES)* [* = awful] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100178,"  Incense driver  after smashing   plates, etc  ","   DINNER-SERVICE  - (INCENSE DRIVER)* Another pleasing anagram.   7   Score  only 50% in assessment of perfect vision (6)   TWENTY  - 50% of twenty-twenty   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
2910,Get garage to reassemble the combination , AGGREGATE An anagram (‘to reassemble’) of ‘get garage’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5544,Rapper has a new way to say the same things , *(RAPPER HAS A) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
119959," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
78998,Verbal ornamentation using “thrice” or alternative , (thrice or)* = RHETORIC ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
48871,Cooked heart of yellow maize , anagram (cooked) of yELLOw (heart of) and MAIZE – Emile Zola ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38232,Bail changed over one's excuse ,  Anagram of BAIL above 1. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113677,"Hop it with box on fire close to Iowa, showing  fear of dangerous stuff  "," TOXIPHOBIA: (hop it box)*-IA; Iowa=IA;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
16134,Sup with Hero disguised as musician , anagram (disguised) of SUP with HERO – whose music could charm all worldly things ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26630,"Stupid lapse, bit of a bloomer ", SEPAL : Anagram of(Stupid) LAPSE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2593,"Dbreakdown of communication, basically? Not if I can fix it! "," a breakdown of communication (or, of words) / anag (i.e. can fix it!) of BASICALLY NOT IF I ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
16712,Gift horse dealt with providence , FORESIGHT Anagram [dealt with] of GIFT HORSE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24482, What Buddhists celebrate could be askew when it is ,"  Anagram of (could be) ASKEW WESAK* WESAK (variant spelling of VESAK [Buddhist festival held in May to commemorate the birth, enlightenment and death of the Buddha])  ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
8476,Wavy undulating dune , (dune)* = UNDE = UNDERAGE (grid entry) O ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
123269, Bouncy  castleplayed with  ," ELASTIC : (CASTLE I*). It's a challenge to work out which end of the clue is the anagram indicator!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Get near volatile chemical substance , REAGENT (GET NEAR)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49824,Agent changes last act around the 4th of July ,  *(last act) “around” (Jul)Y ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
103936,  Ready to debate   distribution of  mature vintage ,"   ARGUMENTATIVE  - (MATURE VINTAGE)* Nice anagram.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
11026,Force man to study in the law firm ," CON (to study) in POLICE (the law, slang) STABLE (firm) – nicely disguised definition 2 FIFTY PENCE PIECE Some silver providing class in epic fence off (5,5,5) IF (providing) TYPE (class) in (EPIC FENCE)* anagram=off ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
93278,"What's tunable, bit discordant, taking time to deliver? "," — BALBUTIENT — (tunable bit)* — stammering, so taking time to deliver ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
43429,Ten boys learn about part of Irish folklore ," anagram (about) of TEN BOYS LEARN 18/1D PLAIN CLOTHES POLICE Tipsy cops pile in the local with less conspicuous colleagues (5,7,6) anagram (tipsy) of COPS PILE IN THE LOCAL ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
100534,Madly in love with Catholic maybe embracing  pacifism  ," NONVIOLENCE - (IN LOVE*) [""madly""], with NON-CE [Catholic maybe] ""embracing"" it 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
54077,"Full, hazy sun suffusing colour ", (sun)* tinting ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38249,Thrash the late competitor , ATHLETE – an anagram (thrash) of THE LATE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65991,Radical viewsabout stopping revolutionary leader in Malcolm X's time ," EXTREMISM I think that this is RE (about) M(alcolm) in *XS TIME, with “revolutionary” as the anagrind. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
122455,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
118804,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
45568,Underworld scotched a Stuart monarch ," anagram (scotched) of A STUART and R (rex, a monarch) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
30597,Man in novel hankers to find tiger ," An envelope (‘in’) of HE (‘man’) in SREKHAN, an anagram (‘novel’) of ‘hankers’, for the tiger in Kipling’sThe Jungle Book. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
14059,Unnaturally reared flesh study , Unnaturally reared fresh study (reared)* = REREAD E ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
87069, Drink put down after solemn manoeuvres , LEMON SQUASH QUASH (put down) after an anagram of SOLEMN – anagrind is ‘manoeuvres’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57354,Instrument for changing oil into French wine ," An envelope (‘into’) of IOL, an anagram (‘changing’) of ‘oil’ in VIN (‘French wine’). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
85390,"Animated row; England lack energy, penetration ",  anagram (animated) of ROW ENGLAND LACK and E (energy) Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131324, Opera 's premiere mostly gets hammered ," PETER GRIMES - (PREMIER{e} GETS*) [""hammered""]. Opera by Benjamin Britten. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
130310,Non-Western writer never  turning   against religion ? ," IRREVERENT : (-RITER NEVER*). It turned out I wasn’t suffering from a knowledge gap about non-Western writers. I just failed to recognise the clever wordplay telling me to ignore the “W”. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
42748,Eliot's quirky figure of speech , LITOTES An anagram of TS ELIOT – anagrind is ‘quirky’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62569,Intriguing team with new role for Spaniard ," CABALLERO : CABAL(a gang;team of secret plotters, especially for political action) plus(with) anagram of(new) ROLE. Defn: Spanish gentleman. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
25383,Ada being nasty? Just having a laugh , (Ada being)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10121,have endured set slipping around — might this fix it? ,(I HAVE ENDURED SET)* – with another appropriate surface reading Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5846,Armenian mail about sea creature , MARINE ANIMAL The letters of ARMENIAN MAIL are all ‘about’ the place – it’s an anagram. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77476,Clubs or spades in play?, Irons (Or S(pades) in)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
114625,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
14508,Manage to support most of finance for such an event , FUN (most of fund – finance) RUN (manage) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73962,Bird ran off in stadium ," BARN OWL (RAN*) in BOWL(such as the ‘rose bowl’, cricket stadium) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
55324,Rocker can wreck rail ,  *(rocker can) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19840,Basic silence after commotion beyond reach , INACCESSIBLE : Anagram of(… after commotion) BASIC SILENCE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
113547," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
79353,Regularly endure erectile dysfunction when eating a bit of Stilton cheese , S{tilton} in (e{n}d{u}r{e} erectile)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73650,Unfortunately docks lead standoffs , DEADLOCKS : Anagram of(unfortunately) DOCKS LEAD ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
112334,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
35019,"Worried about gonads, ie balls ", (gonads ie)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9985,Tiger seen frolicking in animal sanctuary , An anagram (‘frolicking’) of ‘tiger seen’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79986,hunt acted badly on its own , An anagram (‘badly’) of ‘a hunt acted’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82298,Star once dancing past family member , ANCESTOR – anagram of STAR ONCE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45564,"Eradicate, or put round about ", anagram (about) of OUR PUT O (round) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50021,"Pedant troubled about circle, a recourse for writers ", (pedant)* round o ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117590,"  Label, epic, rare, potentially  unique  ","   IRREPLACEABLE  - keep hitting me with those anagrams! Go ahead, I can take it! LABEL EPIC RARE 'potentially'.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
125190,  Stirring drama about  invasion force  ,"   ARMADA  -anagram of DRAMA, then A(about)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
129852,  Foreign money  scattered on ark ,"   KRONA  -anagram('scattered') of ON ARK   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
107815,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
58639,"After avalanche, I run Everest rescues ", (I r Everest)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70687,"Cold packed in ice, dates awfully dry ",  C(old) packed in *(ice dates) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20601,Got rid of lots once audit prepared ,  (ONCE AUDIT)*. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
125059, Each tune's special for  someone like Piaf   ," CHANTEUSE  - (EACH TUNE*). Edith Piaf is a French chanteuse  qui ne regrettait rien . 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
19147,"Strange-looking home tan, not for poet ",(HOME TAN)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85201,Sculpted statue — that's clever! ,  *(statue) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24703,Spirit found in this place? Most unlikely ," An anagram (‘unlikely’) of ‘place most’, with a very nice extended definition. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
25075,Please order wood for making furniture , (PLEASE)* [* = order] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62172,Oil club I rate poorly ,  (Club I rate)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
911,"Start lap dancing, showing tail? ", LAST PART – anagram (dancing) of START LAP ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9337,Painless treatment for dogs ,   (PAINLESS)* [* treatment]    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92080,Pest unfit to be cool leader ," Anag (unfit) of TOBECOOLLEADER 18 GRASP THE NETTLE Good soldiers, with power at that time in land, set about difficult task (5,3,6) G(ood) RA (soldiers), then P(ower) THEN (at that time) in SETTLE (land) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
56786,Close friend‘s misshapen large toe , (large toe)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
